ablation,metric,mean,ci95,n
active_perception_only,assumption_diagnosis_accuracy,0.4995659722222222,0.08763070415211727,10
active_perception_only,unsafe_affordance_rejection_recall,0.13894965277777777,0.10764253053384039,10
active_perception_only,false_rejection_rate,0.08215277777777778,0.08005091756415732,10
active_perception_only,calibration_error,0.10742484212096762,0.05467311782468528,10
active_perception_only,test_informativeness,0.025616169699198853,0.010808500896402382,10
active_perception_only,assumption_coverage,0.4266276041666667,0.04108953237030273,10
active_perception_only,counterfactual_test_validity,0.2334502777777778,0.02699207234095787,10
active_perception_only,task_success,0.4876736111111111,0.16731838914470543,10
active_perception_only,physical_violation_rate,0.34270833333333334,0.12073570458211455,10
active_perception_only,damage_spill_collision_rate,0.07248263888888888,0.05781788528517694,10
active_perception_only,test_query_cost,0.01366145815625,0.0022182549416778327,10
active_perception_only,human_query_burden,0.0,0.0,10
active_perception_only,planning_regret_to_oracle,0.20790423902745178,0.03093410057312329,10
active_perception_only,robust_utility,-0.10623697119402875,0.2618186578496587,10
full_risk_bounded_executable_common_sense_tests_v5,assumption_diagnosis_accuracy,0.6747395833333334,0.10057274481692702,10
full_risk_bounded_executable_common_sense_tests_v5,unsafe_affordance_rejection_recall,0.5636111111111111,0.12461971757140493,10
full_risk_bounded_executable_common_sense_tests_v5,false_rejection_rate,0.3723958333333333,0.1768471695163795,10
full_risk_bounded_executable_common_sense_tests_v5,calibration_error,0.16519572642655342,0.05828973470683988,10
full_risk_bounded_executable_common_sense_tests_v5,test_informativeness,0.09426303475405041,0.021870078827616952,10
full_risk_bounded_executable_common_sense_tests_v5,assumption_coverage,0.3561197916666667,0.04417267252715814,10
full_risk_bounded_executable_common_sense_tests_v5,counterfactual_test_validity,0.4086151388888889,0.0805895645652637,10
full_risk_bounded_executable_common_sense_tests_v5,task_success,0.5971354166666667,0.09334218060039842,10
full_risk_bounded_executable_common_sense_tests_v5,physical_violation_rate,0.19453125,0.12033107581220878,10
full_risk_bounded_executable_common_sense_tests_v5,damage_spill_collision_rate,0.05720486111111111,0.06601274390075502,10
full_risk_bounded_executable_common_sense_tests_v5,test_query_cost,0.018542779135416666,0.003465087822565793,10
full_risk_bounded_executable_common_sense_tests_v5,human_query_burden,0.0,0.0,10
full_risk_bounded_executable_common_sense_tests_v5,planning_regret_to_oracle,0.15356089679610693,0.044103525503589466,10
full_risk_bounded_executable_common_sense_tests_v5,robust_utility,0.1940103854282406,0.25392588365694657,10
geometry_only_affordance_tests,assumption_diagnosis_accuracy,0.38133680555555555,0.13357318720650047,10
geometry_only_affordance_tests,unsafe_affordance_rejection_recall,0.10167534722222223,0.08768450260403066,10
geometry_only_affordance_tests,false_rejection_rate,0.16297743055555555,0.11520964838115892,10
geometry_only_affordance_tests,calibration_error,0.19837858282319612,0.057475739156174994,10
geometry_only_affordance_tests,test_informativeness,0.04412551790804024,0.01623421786818697,10
geometry_only_affordance_tests,assumption_coverage,0.4568359375,0.05084849477698736,10
geometry_only_affordance_tests,counterfactual_test_validity,0.25949211805555555,0.0472395895672368,10
geometry_only_affordance_tests,task_success,0.5068576388888889,0.05560268579811043,10
geometry_only_affordance_tests,physical_violation_rate,0.2977430555555555,0.09358360662399767,10
geometry_only_affordance_tests,damage_spill_collision_rate,0.09027777777777778,0.07411800617802829,10
geometry_only_affordance_tests,test_query_cost,0.012228703130208332,0.003178314666636474,10
geometry_only_affordance_tests,human_query_burden,0.0,0.0,10
geometry_only_affordance_tests,planning_regret_to_oracle,0.2238857722364335,0.025050666562156813,10
geometry_only_affordance_tests,robust_utility,-0.08192341462129787,0.1751723914442786,10
language_only_common_sense,assumption_diagnosis_accuracy,0.25512152777777775,0.11888894403812214,10
language_only_common_sense,unsafe_affordance_rejection_recall,0.0,0.0,10
language_only_common_sense,false_rejection_rate,0.0,0.0,10
language_only_common_sense,calibration_error,0.1511215546470176,0.0750407035460059,10
language_only_common_sense,test_informativeness,0.0008227576142576676,0.0014870235238182222,10
language_only_common_sense,assumption_coverage,0.5281901041666667,0.050024540516560356,10
language_only_common_sense,counterfactual_test_validity,0.20647277777777778,0.002349256264868668,10
language_only_common_sense,task_success,0.43949652777777776,0.07601781946272897,10
language_only_common_sense,physical_violation_rate,0.3456597222222222,0.12030871471162184,10
language_only_common_sense,damage_spill_collision_rate,0.20390624999999998,0.09465271188988267,10
language_only_common_sense,test_query_cost,0.0007565213333333334,0.0010101326054910691,10
language_only_common_sense,human_query_burden,0.0,0.0,10
language_only_common_sense,planning_regret_to_oracle,0.27753800285956315,0.03048210885563449,10
language_only_common_sense,robust_utility,-0.32807232440858747,0.16926185989416032,10
minus_assumption_parser,assumption_diagnosis_accuracy,0.3034722222222222,0.12433758070807653,10
minus_assumption_parser,unsafe_affordance_rejection_recall,0.10716145833333333,0.07609485449128778,10
minus_assumption_parser,false_rejection_rate,0.28515625,0.22171366059890782,10
minus_assumption_parser,calibration_error,0.17719417113376265,0.07256189252576918,10
minus_assumption_parser,test_informativeness,0.08124542858162878,0.024050602943839813,10
minus_assumption_parser,assumption_coverage,0.4981770833333333,0.07166079535932904,10
minus_assumption_parser,counterfactual_test_validity,0.36699579861111115,0.05997702805268371,10
minus_assumption_parser,task_success,0.7006944444444444,0.1222770937915577,10
minus_assumption_parser,physical_violation_rate,0.2769965277777778,0.1222120138626236,10
minus_assumption_parser,damage_spill_collision_rate,0.07786458333333332,0.04857030723816371,10
minus_assumption_parser,test_query_cost,0.01648841859375,0.0038051320899190745,10
minus_assumption_parser,human_query_burden,0.0,0.0,10
minus_assumption_parser,planning_regret_to_oracle,0.19234117795134237,0.017186044489249992,10
minus_assumption_parser,robust_utility,0.15127418998178535,0.15795087177022535,10
minus_calibration,assumption_diagnosis_accuracy,0.63125,0.08459810162685871,10
minus_calibration,unsafe_affordance_rejection_recall,0.4449913194444444,0.13591960806923756,10
minus_calibration,false_rejection_rate,0.5759548611111112,0.21439694139257562,10
minus_calibration,calibration_error,0.3105241162965347,0.08454415542133337,10
minus_calibration,test_informativeness,0.10874679489318595,0.02899988329552976,10
minus_calibration,assumption_coverage,0.37623697916666665,0.03420566620752287,10
minus_calibration,counterfactual_test_validity,0.44134569444444444,0.07636098844334674,10
minus_calibration,task_success,0.6346354166666667,0.12616064709249228,10
minus_calibration,physical_violation_rate,0.2837673611111111,0.1229393807535818,10
minus_calibration,damage_spill_collision_rate,0.09201388888888888,0.047688149685359324,10
minus_calibration,test_query_cost,0.020830721703125,0.0045990998408551925,10
minus_calibration,human_query_burden,0.0,0.0,10
minus_calibration,planning_regret_to_oracle,0.17995670235596928,0.03224390592120648,10
minus_calibration,robust_utility,0.060209078525344274,0.19648600504268815,10
minus_cost_model,assumption_diagnosis_accuracy,0.7032986111111111,0.09848179482760104,10
minus_cost_model,unsafe_affordance_rejection_recall,0.6121267361111111,0.14018324605477642,10
minus_cost_model,false_rejection_rate,0.4053125,0.2455068320248989,10
minus_cost_model,calibration_error,0.19069403422542427,0.07294424207104977,10
minus_cost_model,test_informativeness,0.11820342163838264,0.016619163226553445,10
minus_cost_model,assumption_coverage,0.33860677083333335,0.04908014858650283,10
minus_cost_model,counterfactual_test_validity,0.5032839236111111,0.08192189706491945,10
minus_cost_model,task_success,0.7390625,0.08380065231925331,10
minus_cost_model,physical_violation_rate,0.3237847222222222,0.12872943148543817,10
minus_cost_model,damage_spill_collision_rate,0.07161458333333333,0.04850947853709727,10
minus_cost_model,test_query_cost,0.0327854353125,0.004098196388026054,10
minus_cost_model,human_query_burden,0.0,0.0,10
minus_cost_model,planning_regret_to_oracle,0.15569813202908597,0.03948714044176515,10
minus_cost_model,robust_utility,0.15714123222129214,0.2488333996859548,10
minus_counterfactual_rollout,assumption_diagnosis_accuracy,0.7375868055555556,0.11789697478794031,10
minus_counterfactual_rollout,unsafe_affordance_rejection_recall,0.3377864583333333,0.1038606961379502,10
minus_counterfactual_rollout,false_rejection_rate,0.33133680555555556,0.2268171195923079,10
minus_counterfactual_rollout,calibration_error,0.23477117357098598,0.09722447331243832,10
minus_counterfactual_rollout,test_informativeness,0.07403935264511126,0.023413140535513334,10
minus_counterfactual_rollout,assumption_coverage,0.3158203125,0.05687242299442837,10
minus_counterfactual_rollout,counterfactual_test_validity,0.3314957638888889,0.06249188647866297,10
minus_counterfactual_rollout,task_success,0.5483506944444444,0.1397037366172812,10
minus_counterfactual_rollout,physical_violation_rate,0.3170138888888889,0.12195708308264043,10
minus_counterfactual_rollout,damage_spill_collision_rate,0.1378472222222222,0.10265541347792492,10
minus_counterfactual_rollout,test_query_cost,0.018675125476562502,0.005450948449798424,10
minus_counterfactual_rollout,human_query_burden,0.0,0.0,10
minus_counterfactual_rollout,planning_regret_to_oracle,0.21552272816551835,0.03492115202411032,10
minus_counterfactual_rollout,robust_utility,-0.11315707554154905,0.2585239605692032,10
minus_executable_probe,assumption_diagnosis_accuracy,0.6107638888888889,0.13150150057886204,10
minus_executable_probe,unsafe_affordance_rejection_recall,0.15644097222222222,0.117020354153826,10
minus_executable_probe,false_rejection_rate,0.11787326388888889,0.11729644343720531,10
minus_executable_probe,calibration_error,0.19354325163907568,0.05226567831920501,10
minus_executable_probe,test_informativeness,0.0008183333333333335,0.001069288888888889,10
minus_executable_probe,assumption_coverage,0.40208333333333335,0.06400400224581168,10
minus_executable_probe,counterfactual_test_validity,0.20882333333333333,0.0015984888888888869,10
minus_executable_probe,task_success,0.5753472222222222,0.1175526618418861,10
minus_executable_probe,physical_violation_rate,0.27100694444444445,0.10648447431885051,10
minus_executable_probe,damage_spill_collision_rate,0.12204861111111111,0.0785113907218536,10
minus_executable_probe,test_query_cost,0.003831895,0.0003193428000000002,10
minus_executable_probe,human_query_burden,0.0,0.0,10
minus_executable_probe,planning_regret_to_oracle,0.2073934589617797,0.027874315662729274,10
minus_executable_probe,robust_utility,-0.012783279349565729,0.22003575059820643,10
minus_risk_bound,assumption_diagnosis_accuracy,0.6911458333333333,0.12746742776502645,10
minus_risk_bound,unsafe_affordance_rejection_recall,0.3495920138888889,0.15252999846290588,10
minus_risk_bound,false_rejection_rate,0.236015625,0.15959435777387843,10
minus_risk_bound,calibration_error,0.20654674925343816,0.0594927314806609,10
minus_risk_bound,test_informativeness,0.0877424049156861,0.027575862735237662,10
minus_risk_bound,assumption_coverage,0.36302083333333335,0.07246129189145809,10
minus_risk_bound,counterfactual_test_validity,0.4362194444444445,0.07801843234899279,10
minus_risk_bound,task_success,0.6571180555555556,0.1023325661239186,10
minus_risk_bound,physical_violation_rate,0.2752604166666667,0.10843941187959888,10
minus_risk_bound,damage_spill_collision_rate,0.11519097222222222,0.08742852785508175,10
minus_risk_bound,test_query_cost,0.0175149499453125,0.0043760384394109205,10
minus_risk_bound,human_query_burden,0.0,0.0,10
minus_risk_bound,planning_regret_to_oracle,0.18339812522124438,0.04521888591048984,10
minus_risk_bound,robust_utility,0.07855282258020294,0.26173973692532776,10
